country,country_name,type,year,value,ratio,conventional_thermal,renewable_rate,renewable_rate1
PL,Poland,Wind,2018,12487.345,0.080824836,0.8994072,0.1005928,0.353
PL,Poland,Solar,2018,298.432,0.001931613,0.8994072,0.1005928,0.702
PL,Poland,Geothermal,2018,0,0,0.8994072,0.1005928,0.792
PL,Poland,Other,2018,0,0,0.8994072,0.1005928,0.495
PT,Portugal,Conventional thermal,2018,30887,0.504648313,0.504648313,0.495351687,0.402
PT,Portugal,Nuclear,2018,0,0,0.504648313,0.495351687,0.358
PT,Portugal,Hydro,2018,13489,0.220390491,0.504648313,0.495351687,0.874
PT,Portugal,Pumped hydro power,2018,3120,0.050976227,0.504648313,0.495351687,0.785
PT,Portugal,Wind,2018,12530,0.204721836,0.504648313,0.495351687,0.354
PT,Portugal,Solar,2018,974,0.015913733,0.504648313,0.495351687,0.91
PT,Portugal,Geothermal,2018,205,0.0033494,0.504648313,0.495351687,0.678
PT,Portugal,Other,2018,0,0,0.504648313,0.495351687,0.778
RO,Romania,Conventional thermal,2018,22611,0.385051599,0.385051599,0.437110453,0.482
RO,Romania,Nuclear,2018,10443,0.177837948,0.385051599,0.437110453,0.424
RO,Romania,Hydro,2018,17653,0.30061987,0.385051599,0.437110453,0.801
RO,Romania,Pumped hydro power,2018,0,0,0.385051599,0.437110453,0.535
RO,Romania,Wind,2018,6261,0.106621028,0.385051599,0.437110453,0.899
RO,Romania,Solar,2018,1754,0.029869555,0.385051599,0.437110453,0.755
RO,Romania,Geothermal,2018,0,0,0.385051599,0.437110453,0.932
RO,Romania,Other,2018,0,0,0.385051599,0.437110453,0.894
SI,Slovenia,Conventional thermal,2018,4703.068,0.303969455,0.303969455,0.341206048,0.08
SI,Slovenia,Nuclear,2018,5489.906,0.354824497,0.303969455,0.341206048,0.658
SI,Slovenia,Hydro,2018,4831.147,0.312247478,0.303969455,0.341206048,0.333
SI,Slovenia,Pumped hydro power,2018,187.919,0.012145611,0.303969455,0.341206048,0.659
SI,Slovenia,Wind,2018,6.02,0.000389086,0.303969455,0.341206048,0.443
SI,Slovenia,Solar,2018,254.113,0.016423873,0.303969455,0.341206048,0.82
SI,Slovenia,Geothermal,2018,0,0,0.303969455,0.341206048,0.799
SI,Slovenia,Other,2018,0,0,0.303969455,0.341206048,0.084
SK,Slovakia,Conventional thermal,2018,5426,0.225989171,0.225989171,0.196668055,0.564
SK,Slovakia,Nuclear,2018,13807,0.575052062,0.225989171,0.196668055,0.078
SK,Slovakia,Hydro,2018,3838,0.159850062,0.225989171,0.196668055,0.056
SK,Slovakia,Pumped hydro power,2018,293,0.012203249,0.225989171,0.196668055,0.083
SK,Slovakia,Wind,2018,5,0.000208247,0.225989171,0.196668055,0.544
SK,Slovakia,Solar,2018,586,0.024406497,0.225989171,0.196668055,0.682
SK,Slovakia,Geothermal,2018,0,0,0.225989171,0.196668055,0.586
SK,Slovakia,Other,2018,55,0.002290712,0.225989171,0.196668055,0.578
FI,Finland,Conventional thermal,2018,26425,0.391924652,0.391924652,0.283411936,0.864
FI,Finland,Nuclear,2018,21890,0.324663411,0.391924652,0.283411936,0.847
FI,Finland,Hydro,2018,13158.674,0.195164001,0.391924652,0.283411936,0.656
FI,Finland,Pumped hydro power,2018,0,0,0.391924652,0.283411936,0.848
FI,Finland,Wind,2018,5861,0.086927924,0.391924652,0.283411936,0.897
FI,Finland,Solar,2018,89,0.001320011,0.391924652,0.283411936,0.511
FI,Finland,Geothermal,2018,0,0,0.391924652,0.283411936,0.663
FI,Finland,Other,2018,0,0,0.391924652,0.283411936,0.973
SE,Sweden,Conventional thermal,2018,14869.986,0.09394314,0.09394314,0.4903492,0.223
SE,Sweden,Nuclear,2018,65801.155,0.41570766,0.09394314,0.4903492,0.811
SE,Sweden,Hydro,2018,60977.602,0.385234214,0.09394314,0.4903492,0.866
SE,Sweden,Pumped hydro power,2018,0,0,0.09394314,0.4903492,0.001
SE,Sweden,Wind,2018,16638.345,0.105114986,0.09394314,0.4903492,0.616
SE,Sweden,Solar,2018,0,0,0.09394314,0.4903492,0.027
SE,Sweden,Geothermal,2018,0,0,0.09394314,0.4903492,0.347
SE,Sweden,Other,2018,0,0,0.09394314,0.4903492,0.99
NO,Norway,Conventional thermal,2018,3457.28,0.022997004,0.022997004,0.977002996,0.148
NO,Norway,Nuclear,2018,0,0,0.022997004,0.977002996,0.317
NO,Norway,Hydro,2018,139512.026,0.928000802,0.022997004,0.977002996,0.818
NO,Norway,Pumped hydro power,2018,3490.918,0.023220756,0.022997004,0.977002996,0.764
NO,Norway,Wind,2018,3875.881,0.025781438,0.022997004,0.977002996,0.425
NO,Norway,Solar,2018,0,0,0.022997004,0.977002996,0.724
NO,Norway,Geothermal,2018,0,0,0.022997004,0.977002996,0.054
NO,Norway,Other,2018,0,0,0.022997004,0.977002996,0.772
ME,Montenegro,Conventional thermal,2018,1444,0.385786802,0.385786802,0.614213198,0.838
ME,Montenegro,Nuclear,2018,0,0,0.385786802,0.614213198,0.169
ME,Montenegro,Hydro,2018,2137,0.570932407,0.385786802,0.614213198,0.885
ME,Montenegro,Pumped hydro power,2018,0,0,0.385786802,0.614213198,0.843
ME,Montenegro,Wind,2018,162,0.043280791,0.385786802,0.614213198,0.484
ME,Montenegro,Solar,2018,0,0,0.385786802,0.614213198,0.162
ME,Montenegro,Geothermal,2018,0,0,0.385786802,0.614213198,0.997
ME,Montenegro,Other,2018,0,0,0.385786802,0.614213198,0.377
MK,North Macedonia,Conventional thermal,2018,3309.114,0.635911199,0.635911199,0.364088801,0.682
MK,North Macedonia,Nuclear,2018,0,0,0.635911199,0.364088801,0.046
MK,North Macedonia,Hydro,2018,1774.496,0.341004232,0.635911199,0.364088801,0.753
MK,North Macedonia,Pumped hydro power,2018,0,0,0.635911199,0.364088801,0.999
MK,North Macedonia,Wind,2018,97.338,0.018705407,0.635911199,0.364088801,0.837
MK,North Macedonia,Solar,2018,22.788,0.004379161,0.635911199,0.364088801,0.541
MK,North Macedonia,Geothermal,2018,0,0,0.635911199,0.364088801,0.616
MK,North Macedonia,Other,2018,0,0,0.635911199,0.364088801,0.898
AL,Albania,Conventional thermal,2018,0,0,0,1,0.669
AL,Albania,Nuclear,2018,0,0,0,1,0.235
AL,Albania,Hydro,2018,8596.537,1,0,1,0.323
AL,Albania,Pumped hydro power,2018,0,0,0,1,0.213
AL,Albania,Wind,2018,0,0,0,1,0.681
AL,Albania,Solar,2018,0,0,0,1,0.755
AL,Albania,Geothermal,2018,0,0,0,1,0.287
AL,Albania,Other,2018,0,0,0,1,0.268
RS,Serbia,Conventional thermal,2018,23625.089,0.649236498,0.649236498,0.350763502,0.015
RS,Serbia,Nuclear,2018,0,0,0.649236498,0.350763502,0.695
RS,Serbia,Hydro,2018,11453.07,0.3147396,0.649236498,0.350763502,0.026
RS,Serbia,Pumped hydro power,2018,1147.848,0.031543789,0.649236498,0.350763502,0.558
RS,Serbia,Wind,2018,150.419,0.004133635,0.649236498,0.350763502,0.57
RS,Serbia,Solar,2018,12.608,0.000346478,0.649236498,0.350763502,0.431
RS,Serbia,Geothermal,2018,0,0,0.649236498,0.350763502,0.143
RS,Serbia,Other,2018,0,0,0.649236498,0.350763502,0.61
TR,Turkey,Conventional thermal,2018,195153.546,0.674612164,0.674612164,0.32295725,0.459
TR,Turkey,Nuclear,2018,0,0,0.674612164,0.32295725,0.208
TR,Turkey,Hydro,2018,59865.351,0.206944198,0.674612164,0.32295725,0.706
TR,Turkey,Pumped hydro power,2018,0,0,0.674612164,0.32295725,0.209
TR,Turkey,Wind,2018,19825.697,0.068534017,0.674612164,0.32295725,0.979
TR,Turkey,Solar,2018,7459.485,0.025786154,0.674612164,0.32295725,0.147
TR,Turkey,Geothermal,2018,6275.373,0.021692883,0.674612164,0.32295725,0.055
TR,Turkey,Other,2018,703.126,0.002430585,0.674612164,0.32295725,0.48
BA,Bosnia & Herzegovina,Conventional thermal,2018,4003.505,0.533627985,0.533627985,0.466372015,0.701
BA,Bosnia & Herzegovina,Nuclear,2018,0,0,0.533627985,0.466372015,0.045
BA,Bosnia & Herzegovina,Hydro,2018,3476.554,0.46339058,0.533627985,0.466372015,0.554
BA,Bosnia & Herzegovina,Pumped hydro power,2018,0,0,0.533627985,0.466372015,0.915
BA,Bosnia & Herzegovina,Wind,2018,22.368,0.002981435,0.533627985,0.466372015,0.813
BA,Bosnia & Herzegovina,Solar,2018,0,0,0.533627985,0.466372015,0.236
BA,Bosnia & Herzegovina,Geothermal,2018,0,0,0.533627985,0.466372015,0.06
BA,Bosnia & Herzegovina,Other,2018,0,0,0.533627985,0.466372015,0.023
UA,Ukraine,Conventional thermal,2018,60830.7,0.38240865,0.38240865,0.08702887,0.641
UA,Ukraine,Nuclear,2018,84397.9,0.530562479,0.38240865,0.08702887,0.576
UA,Ukraine,Hydro,2018,11920.2,0.074935643,0.38240865,0.08702887,0.448
UA,Ukraine,Pumped hydro power,2018,0,0,0.38240865,0.08702887,0.021
UA,Ukraine,Wind,2018,1185.9,0.007455091,0.38240865,0.08702887,0.432
UA,Ukraine,Solar,2018,737.8,0.004638137,0.38240865,0.08702887,0.657
UA,Ukraine,Geothermal,2018,0,0,0.38240865,0.08702887,0.305
UA,Ukraine,Other,2018,0,0,0.38240865,0.08702887,0.939
GE,Georgia,Conventional thermal,2018,2114.901,0.174087218,0.174087218,0.825912782,0.291
GE,Georgia,Nuclear,2018,0,0,0.174087218,0.825912782,0.719
GE,Georgia,Hydro,2018,9949.387,0.818979753,0.174087218,0.825912782,0.19
GE,Georgia,Pumped hydro power,2018,0,0,0.174087218,0.825912782,0.861
GE,Georgia,Wind,2018,84.226,0.006933029,0.174087218,0.825912782,0.9
GE,Georgia,Solar,2018,0,0,0.174087218,0.825912782,0.166
GE,Georgia,Geothermal,2018,0,0,0.174087218,0.825912782,0.257
GE,Georgia,Other,2018,0,0,0.174087218,0.825912782,0.841
